modelo,fabricacao,quantidade
OUTLANDER 3.0 aut,2014,1
207 SEDAN PASSION XR 1.4 FLEX,2010,1
FH 480 6x4 2p (diesel),2010,1
Focus 1.6,2010,1
DT 180,1986,1
FOX HIGHLINE1.6 FLEX 16V,2016,1
Gol GTi 2.0,1996,1
Fox Trendline 1.0 Flex 8V 5p,2014,1
PALIO ELX 1.0,2007,1
VULCAN S 650,2017,1
XTZ 250 LANDER 249cc,2008,1
PCX 160,2023,1
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.,2012,1
912 2p (diesel),1989,1
Toro Freedom 2.0 16V 4x4 Diesel Aut.,2018,1
Uno Mille 1.0 Fire 2p,2003,1
CRUZE LTZ 1.4 16V TURBO FLEX 4,2017,1
Hilux CD SRV D4-D 4x4 3.0  TDI Dies,2012,1
COROLLA XEI 2.0 FLEX,2019,1
POLO 1.6 E FLEX,2012,1
Fit EX 1.5 Flex Aut,2019,1
Fiesta Class 1.6 8V 98cv 5p,2003,1
KICKS ADVANCE 1.6 16V FLEX AUT,2022,1
ONIX HATCH PREM. 1.0 12V TB FL,2021,1
HR 2.5 TCI Diesel (RD,2008,1
MOBI LIKE 1.0 FIRE FLEX 5P,2020,1
Fiesta 1.6 8V Flex 5p,2009,1
ECOSPORT FREESTYLE 1.6 16V FLE,2015,1
C4 PALLAS GLX 2.0 Aut,2010,1
Idea Advent. 1.8 mpi Flex,2015,1
M550 L,2022,1
24-250 E CONSTELLATION,2010,1
Pajero GLS Full 3.8 V6 250cv 5p Aut.,2007,1
IVECO-DAILY TRUCK CHASSI 70C17,2013,1
COOPER S 2.0 Turbo 16v Aut.,2014,1
JETTA COMFORTLINE AF,2017,1
MERIVA PREMIUM 1.8 FLEXPOWER E,2011,1
Fit LX 1.5 Flexone 16V 5p Aut.,2017,1
EcoSport SE 2.0 16V Flex 5p Aut.,2014,1
KICKS S 1.6 16V FlexStar 5p Mec.,2017,1
Cerato SX 2.0 16V Flex Aut.,2020,1
FH-460 GLOBETROTTER 6X2 2p (diesel) (E5),2016,1
Gol (novo) 1.6 Highi T.Flex,2014,1
EC 350 F,2023,1
IDEA ESSENCE 1.6 16V FLEX,2013,1
Sportage EX 2.0 16V Aut,2007,1
Versys 1000 Grand Tourer,2012,1
S 10 PICK-UP COLINA 2.8 4X4 D,2011,1
KICKS XPLAY 1.6 16V FLEX AUT.,2021,1
TT 2.0 16v TFSI S-Tronic,2008,1
COURIER L 1.6 MPI,2007,1
Courier 1.6 L,2000,1
ARGO DRIVE,2019,1
RANDON SR BA,2021,1
NIGHT ROD SPECIAL 1250 VRSCDX,2012,1
XTZ 250 TENERE,2010,1
PRISMA,2018,1
Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.,2022,1
VERTIS 90V18,2013,1
2008 GRIFFE 1.6 TURBO FLEX 16V,2017,1
VOYAGE MB5,2021,1
UNO VIVACE CELEB. 1.0 EVO FIRE,2012,1
VERSA SV 1.6 16V FLEXSTART  AU,2019,1
250 XC-F,2014,1
Mini Plus,2021,1
ARGO DRIVE GSR 1.3 8V Flex,2017,1
GOL RALLYE 1.6 MI TOTAL FLEX,2013,1
FUSCA 1500,1971,1
COMPASS SPORT 2.0 4X2 FLEX 16V,2018,1
PCX 150 DLX,2019,1
BIZ 125 ES,2008,1
2008 ALLURE PACK 1.6 FLEX 16V,2021,1
KA 1.0 SE/SE PLUS TICVT FLEX 5,2018,1
Frontier S CD 4x4 2.3 TB Diesel Mec.,2020,1
Gol 1.6 Mi Power Total Flex 8V 4p,2005,1
RANGE R VELAR FIRST ED 30 4X4,2017,1
CG 150 Sport,2005,1
Renegade1.8 4x2 Flex 16V Aut.,2021,1
NX-4 FALCON 400,2001,1
NXR 150 Bros ES MIX,2013,1
HR-V EX 1.8 Flexone 16V 5p Aut.,2015,1
fortwo passion coupé 1.0 62kw,2009,1
SANDERO Expression Hi-Flex 1.0 16V 5p,2011,1
G 310 GS,2019,1
L 1620,1997,1
SPACEFOX 1.6 MI TOTAL FLEX,2013,1
SV650,2019,1
Polo Comfort. 200 TSI 1.0 Flex 12V Aut.,2018,1
Fiorino Furgão Work. HARD 1.4 Flex 8V 2p,2016,1
Stratus LE 2.0,1998,1
Kombi Standard 1.4 Mi Total Flex 8V,2010,1
JUMPY FURGAO PACK 1.6 TURBO DI,2020,1
Versys 650cc,2013,1
HB20X STYLE 1.6 FLEX 16V,2016,1
"8,160 DRC 4X2",2012,1
GOLF SPORTLINE 2.0 MI TOTAL FL,2013,1
CRONOS DRIVE 1.3,2018,1
RANGER XLT 3.0 PSE 4X4 CD TB D,2011,1
Gol CL 1.8 Mi 2p e 4p,1997,1
FAT BOY Low,2012,1
DISCOVERY HSE 3.0 V6 4X4 TD6 D,2017,1
VERTIS 90V18 2p (diesel)(E5),2013,1
CRUZE HB Sport LT 1.8 16V FlexP. 5p Aut,2013,1
BIZ 110I,2020,1
ONIX SED. PLUS PREM. 1.0 12V T,2023,1
Pajero HPE Full 3.8 V6 250cv 3p Aut.,2014,1
Corsa GL 1.4 EFI,1998,1
Doblo Adv 1.8,2014,1
S10 PIC-UP H.COUNTRY 2.8 4X4 C,2019,1
Hilux CD SR 4x2 2.7 16V Flex aut,2014,1
Ranger XLT 2.5 4x4 CE TB Diesel,2001,1
G 310 R,2023,1
S10 PICK-UP LTZ 2.5 FLEX 4X2 C,2015,1
Clio Sed. Privilège Hi-Flex 1.6 16V 4p,2007,1
Palio atractive 1.4,2014,1
SIENA ELX 1.0 MPI FIRE,2010,1
UNO Furgão 1.0 Fire Flex 8V 3p,2016,1
R 1200 GS,2007,1
FOCUS HATCH 2.0 16V FLEX,2009,1
Ducato Minibus 2.3 ME Diesel,2015,1
Master 2.3 dCi Extra F.Vitre 16V Diesel,2016,1
CG 150 TITAN-EX MIX,2014,1
XRE 190,2022,1
PCX 150,2022,1
BIZ 125 ES Mix F.Injection,2011,1
COMPASS LIMITED T270 1.3 TB 4x2 Flex Aut,2022,1
L200 Triton Sport HPE-S 2.4 CD Dies. Aut,2018,1
XTZ 150 ED CROSSER,2014,1
YZF R-3 321,2017,1
LOGAN Zen Flex 1.6 16V 4p Mec.,2021,1
THRUXTON R 1200cc,2016,1
DK 150,2022,1
MONTANA Sport 1.4 ECONOFLEX 8V 2p,2019,1
Escort XR3 1.6 Beneton,1992,1
PULSE AUDACE 1.0 TURBO 200 FLE,2022,1
Versys 650cc,2015,1
RANGER XLT 3.2 20V 4X4 CD D,2018,1
FAT BOY FLFBS,2019,1
PRISMA Sed. LTZ 1.4 8V FlexPower 4p,2017,1
Corsa Sedan Classic  1.6 MPFI,2001,1
Corsa GL 1.6 MPFI,1997,1
VERSA 1.0 12V FLEX 4P MEC.,2016,1
Corsa Hat. Maxx 1.8 MPFI 8V FlexPower 5p,2007,1
HILUX D4-D 2.5 16V CD 4X4 TB D,2011,1
DAILY CHASSI 45S14 2p (diesel),2010,1
RANGE ROVER SPORT HSE 3.0 TD V,2018,1
FIESTA SE 1.6 16V FLEX,2011,1
KA 1.5 SEDAN SE 12V FLEX 4P AU,2018,1
BIZ 125 KS,2006,1
BANDIT N-650,2006,1
FH 13 540 6X4 (E5),2019,1
MARCH SV 1.6 16V FlexStart 5p Mec.,2020,1
207 Sedan Passion XS 1.6 Flex 16V 4p Aut,2009,1
CARGO 2629 E 6x4 Turbo 2p (diesel)(E5),2014,1
Creta Attitude 1.6 16V Flex Mec.,2019,1
ARGO DRIVE 1.3 8V Flex,2019,1
VERTIS 90V18 2p (diesel)(E5),2015,1
2008 GRIFFE 1.6 FLEX 16V 4P ME,2015,1
S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel,2014,1
OUTLANDER 3.0 aut,2016,1
208 ACTIVE MT,2017,1
Pajero HPE Full 3.8 V6 250cv 5p Aut.,2013,1
Strada Adventure 1.8 Flex CD,2010,1
METEOR 28.460 6X2 2P (DIESEL)(,2021,1
VM 270 6X2 2p (diesel) (E5),2021,1
C-180 Kompressor Classic 1.8 16V 143cv,2005,1
Q8 PERFO. 3.0 TFSI QUATTRO S-T,2022,1
PASSAT HIGHLINE 2.0 TSI 220CV,2017,1
Ducato Minibus 2.3 ME Diesel,2013,1
Corsa Sed. Maxx 1.8 MPFI 8V FlexPower,2004,1
CG 150 TITAN-EX MIX Flex,2009,1
COROLLA SE-G 1.8 16V FLEX,2004,1
S10 Pick-Up LTZ 2.4 F.Power 4x2 CD,2012,1
GOL 1.6 MSI FLEX 16V 4P AUT,2019,1
Horizon 250,2012,1
CARGO 815 E Turbo,2007,1
LINEA HLX 1.9 Dualogic,2008,1
Tiggo 7 TXS 1.5 16V Turbo Flex Aut.,2020,1
MARAUDER 800,2001,1
Beach 4S 2000w,2022,1
320iA Sport TB 2.0 16V 184cv,2018,1
UP! TAKE 1.0 TOTAL FLEX 12V 5P,2014,1
Gol CLi  1.6,1991,1
PRISMA Sed. Joy 1.0 8v FlexPower,2019,1
TRACKER Premier 1.2 Turbo 12V Flex Aut.,2022,1
ECOSPORT FREESTYLE 1.6 16V FLE,2013,1
HR-V LX 1.8 FLEXONE 16V   MEC.,2016,1
CG 160 TITAN S Flex,2020,1
L-1618 3-Eixos 2p (diesel),1989,1
ONIX HATCH LS 1.0 8V FlexPower 5p Mec.,2016,1
Hummer H3 (VD),2010,1
ONIX SED. PLUS PREM. 1.0 12V TB FLEX AUT,2022,1
Defender 110 TDI County SW Diesel,2003,1
JOURNEY RT  3.6 V6 Aut.,2012,1
HR 2.5 TCI Diesel (RS,2008,1
ONIX SEDAN PLUS 1.0 12V TB FLE,2021,1
SANDERO,2018,1
206 SW Presence 1.4 Flex,2008,1
TORO ULTRA 2.0 16V 4X4 DIESEL,2022,1
CELTA ENERGY 1.4 MPFI,2004,1
Q3 2.0 TFSI Quat. 170/180cv S-,2015,1
Corsa GL 1.6 MPFI,1996,1
HB20,2018,1
CG 150 TITAN-JOB,2008,1
ETIOS X Sedan 1.5 Flex 16V 4p Mec.,2020,1
KICKS SL 1.6 16V FLEXSTAR   .,2020,1
GSX-S 1000,2019,1
T-4 4x4 3.2 20V Tdi Cap. Rígida Diesel,2016,1
LINEA ESSENCE Dualogic 1.8 Flex 16V 4p,2013,1
EDGE SEL 3.5 V6  24V FWD Aut.,2014,1
Hilux CD SR 4x2 2.7 16V aut,2012,1
Focus Sedan 2.0 16V Flex Aut,2011,1
MONTANA LS 1.4 ECONOFLEX 8V 2p,2020,1
Hilux srx,2018,1
PRISMA 1.4 MT LT,2014,1
UNO MILLE WAY ECONOMY 1.0 FIRE,2013,1
PRISMA SEDAN LT 1.4 8V FLEXPOW,2016,1
Meriva Maxx 1.4 MPFI 8V ECONOFLEX 5p,2010,1
C-180 CGI AVANTGARDE 1.6 TB 16,2016,1
GOL COMFORTLINE 1.0 T. FLEX 8V,2015,1
VOYAGE 1.6 MI TOTAL FLEX,2012,1
Idea Advent. 1.8 mpi Flex,2013,1
L200 Triton HPE 3.2 CD TB Int.Diesel Mec,2010,1
ONIX PLUS 10MT LT2,2021,1
COROLLA XEI FLEX,2016,1
Siena EL 1.6 spi,1998,1
UP! MOVE 1.0 FLEX 12V,2017,1
Corolla Fielder SW Xei 1.8 aut,2006,1
FIT LXL 1.4 FLEX,2005,1
POLO I MOTION 1.6 TOTAL FLEX,2012,1
Fit LX 1.4 Aut,2012,1
Golf Variant Highline 1.4 TSI Aut.,2016,1
Fox PRIME Imotion 1.6 5p,2012,1
3008 GRIFFE PACK 1.6 TURBO 16V,2018,1
MARCH SV 1.0 12V FLEX,2019,1
Doblo Cargo 1.3 Fire 16V 4p,2004,1
508 THP 1.6 Turbo 16V 4p Aut.,2012,1
VERTIS 90V18,2015,1
AIRCROSS GLX 1.6 Flex 16V 5p Aut.,2012,1
CG 125 FAN,2005,1
VULCAN S 650,2018,1
P-280 B 6x2 2p (diesel)(E6),2023,1
FH 540 6X4T,2020,1
STRADA ENDURANCE 1.4 FLEX 8V C,2021,1
Fit LX 1.5 Flexone 16V 5p Aut.,2018,1
CRUZE LTZ 1.4 16V TURBO FLEX 4,2018,1
Idea ELX 1.4 mpi Fire Flex 8V 5p,2006,1
VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT,2020,1
Terios 1.3 16V,1997,1
TIGUAN 2.0 TSI 16V 200cv Tiptronic 5p,2013,1
COMPASS TRAILHAWK TD350 2.0 4X,2022,1
HB20S PLATINUM 1.0 TB FLEX 12V AUT.,2022,1
UNO VIVACE CELEB. 1.0 EVO FIRE,2014,1
Samurai JX Metal 1.3,1997,1
F-1000 XLT 2.5 HSD Diesel TB,1997,1
HR-V ADVANCE 1.5 TB 16V 5P AUT,2022,1
Fox,2017,1
P-310 B 8X2 2p (diesel),2012,1
AXOR 1933 S (E5),2013,1
Gol 1.6 Mi Power 4p,2003,1
ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.,2014,1
JETTA 2.0 Total Flex 8V 4p Tiptronic,2011,1
Hilux CD SRV D4-D 4x4 3.0  TDI Dies,2014,1
ONIX SEDAN PLUS LTZ 1.0 12V TB,2020,1
STRALIS 600-S40T TB 6X2 EUROT,2013,1
AXOR 2644 S 6X4 (E5),2015,1
PALIO CELEBRATION ECONOMY 1.0,2010,1
NIGHT ROD SPECIAL 1250 VRSCDX,2014,1
Meriva Premium 1.8 MPFI 8V FlexPower,2008,1
Oroch Outsider 1.3 Turbo CVT - 2022/2023,2021,1
COROLLA SE-G 1.8 16V,2008,1
RENEGADE 75 ANOS 1.8 4X2 FLEX,2016,1
ARGO 1.0,2020,1
S3 Sedan 2.0 TFSI Quattro 286cv S-tronic,2016,1
GOL 1.0 FLEX 12V 5P,2018,1
KICKS S 1.6 16V FlexStar 5p Mec.,2018,1
Corsa Sedan Classic  1.6 MPFI,2003,1
XC 60 T-8 HÍBRIDO R-DESIGN 2.0 5p,2018,1
CVO STREET GLIDE FXSBSE,2017,1
C3 GLX 1.4 Flex 8V,2007,1
208 LIKE 1.0 FLEX 6V 5P MEC.,2023,1
XT 660Z TÉNÉRÉ,2015,1
Sprinter 415 Furgão Lon.T.Alto 2.2 Dies,2014,1
Northstar 151TF,2011,1
e-JS4 150CV 5p Aut. (Elétrico),2021,1
Palio Weekend Trekking 1.4 Fire Flex 8V,2010,1
AMAROK High.CD 2.0 16V TDI 4x4 Dies. Aut,2011,1
Axor 2536 S 6x2 2p (diesel) (E5),2014,1
R 1250 GS Adventure Premium HP,2019,1
i3 Rex E Drive 170cv Aut.(Elétrico),2014,1
R 420 A4X2,2010,1
VERSA SL 1.6 16V FLEXSTART 4P,2019,1
V40 T-5 Cross Country 2.0 Awd Aut.,2015,1
FH 13 460 6X4 (E5),2014,1
Gol GL 1.6 Mi,1991,1
BANDIT N-600,2010,1
CELTA LIFE 1.0 MPFI FLEXPOWER,2010,1
Palio 1.0 Celebr. ECONOMY F.Flex 8V 4p,2012,1
FY250 250cc,2008,1
CR-V 2.0 Flexone Aut,2008,1
GV 250 MIRAGE,2011,1
COMPASS LONGITUDE 2.0 4x2 Flex 16V Aut.,2016,1
NINJA ZX-10 1000cc,2021,1
CITY SEDAN EXL 1.5 FLEX  16V 4,2023,1
NC 750X,2015,1
COROLLA FIELDER XEI 1.8 FLEX,2004,1
KA 1.0 SE/SE PLUS TICVT FLEX 5,2017,1
IDEA ADVENTURE 1.8 MPI FLEX,2011,1
Fit LX 1.4 8V Mec,2005,1
PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2014,1
Gol CL  1.6,1991,1
ARGO DRIVE GSR 1.3 8V Flex,2018,1
F-250 XLT 3.9 4x2 Diesel TB,2009,1
Corsa Sed. Premium 1.4 8V ECONOFLEX 4p,2010,1
F 750 GS Premium,2019,1
HR-V EX 1.8 FLEXONE 16V   AUT.,2020,1
KA GL 1.0 MPI,2005,1
KWID OUTSIDER 1.0 Flex 12V 5p Mec.,2023,1
TIGER 800 XCx,2015,1
COMPASS SPORT 2.0 4X2 FLEX 16V,2017,1
COMPASS LONG. T270 1.3 TB 4X2,2022,1
Polo Comfort. 200 TSI 1.0 Flex 12V Aut.,2017,1
FIT LX 1.4 FLEX,2013,1
F-1000 XL 2.5 HSD Diesel TB,1997,1
PALIO WEEKEND ADVENTURE LOCKER,2012,1
HB20 VISION 1.0 FLEX 12V MEC.,2022,1
320iA Active Flex 16V,2022,1
TRX 420 Fourtrax  FM 4x4 Quadriciclo,2023,1
ELANTRA GLS 1.8 16V Aut.,2011,1
RENEGADE LIMITED 1.8 4X2 FLEX,2016,1
Gol Copa 1.6,1994,1
BIZ,2019,1
COROLLA GLI 1.8 FLEX,2009,1
L200 OUTDOOR HPE 2.5 4x4 CD T.Diesel Mec,2008,1
Uno Mille 1.0 Economy 4p,2006,1
Hilux CD SR 4x2 2.7 16V Flex aut,2012,1
Kadett GL,1993,1
Polo 1.0 Mi 79cv 16V 5p,2003,1
CIVIC SEDAN EXR 2.0 FLEXONE 16,2015,1
ATEGO 2430 6X2 (DIESEL)(E5),2015,1
Opala Diplomata,1991,1
CG 150 TITAN-EX MIX,2012,1
NH 190,2020,1
HB20 C.Plus 1.0,2019,1
XC40 T-5 R-DESIGN 2.0 252cv AWD,2019,1
YZF R-3 321,2018,1
C3 EXCLUSIVE 1.4 FLEX,2010,1
C4 CACTUS FEEL BUS. 1.6 FLEX A,2019,1
Meteor Fireball 350cc ABS,2021,1
NIVUS COMFORTLINE !.0 200 TSI,2022,1
J3 S turin 1.5 JET Flex 16V 4p Mec.,2014,1
Horizon 250,2014,1
NEX 115,2022,1
TRACKER LT 1.0 TURBO 12V FLEX,2022,1
NMAX 160 LE,2022,1
PASSAT HIGHLINE 2.0 TSI 220CV,2018,1
SANDERO STEP. Easy R H-Power 1.6 8V Aut.,2015,1
Uno Mille 1.0 Fire 2p,2001,1
VOYAGE HIGHLINE 1.6 MI TOTAL F,2013,1
RANGER XLT 3.2 20V 4X4 CD D,2017,1
S 10 PICK-UP LT 2.8 CD 4X4 TDI,2021,1
OUTLANDER GT 3.0 G4602aut,2010,1
VERSA 1.0 12V Flex 4p Mec.,2020,1
SPIN LT 1.8 8V Econo.Flex 5p Mec.,2014,1
TRACKER LTZ 1.0 TURBO 12V FLEX,2022,1
FLHP,2007,1
S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel,2012,1
CARGO 2629 E 6x4 Turbo 2p (diesel)(E5),2012,1
CBR 1000 RR Fire Blade,2010,1
208 ACTIVE 1.6 FLEX 16V 5P AUT,2022,1
Strada Adventure LOCKER 1.8 Flex CD,2011,1
JOURNEY RT 3.6 V6,2015,1
PRISMA Sed. LTZ 1.4 8V FlexPower 4p,2018,1
KWID OUTSIDER 1.0 Flex 12V 5p,2019,1
CIVIC SEDAN EXR 2.0 FLEXONE 16,2013,1
Lancer HL 2.0 16V 160cv Aut.,2019,1
Saveiro CL 1.6,1996,1
FOX COMFORTLINE 1.6 FLEX 8V,2015,1
Atego 1518 2p (diesel),2004,1
Classe A 160 Classic Semi-Aut.,2000,1
Corsa Sed Class.Spirit 1.0 FlexPower,2007,1
RANGE ROVER SPORT HSE 3.0 TD V,2017,1
NXR 150 Bros ESD,2003,1
XTZ 250X,2010,1
Fiorino Endurance EVO 1.4 Flex 8V 2p,2023,1
DUSTER DYNAMIQUE 2.0 4X4 16V H,2018,1
CLIO HATCH JOVEM PAN 1.0 16V,2004,1
CIVIC SEDAN SPORT 2.0 FLEX 16V,2019,1
SANDERO EXPRES EASYR HI-FLEX 1,2015,1
AZERA 3.0 V6 24V 4p Aut.,2013,1
TIGER 900 GT,2022,1
Kadett e 1.8,1993,1
CERATO 1.6 16V,2012,1
Citycom.300i,2010,1
Meteor Stellar 350cc ABS,2022,1
NMAX Connected 160 ABS,2022,1
PRISMA SEDAN JOY 1.4 ECONOFLEX,2009,1
C4 CACTUS SHINE PACK 1.6 TURBO,2021,1
Fit DX 1.4 Flex 16V 5p Mec.,2012,1
NX-4 FALCON 400,2003,1
DISCOVERY SPORT SE 2.0 4X4,2017,1
HB20 S1 OM CONFORT,2019,1
ONIX HATCH LT 1.0 12V Flex 5p Mec.,2020,1
COOPER 1.6 Aut.,2012,1
ASX 2.0 16V 160cv Aut.,2016,1
Gol CL  1.8,1993,1
SPEED 150,2009,1
FUSCA 1300,1970,1
LOGAN Expres. S.Especial Flex 1.0 12V 4p,2018,1
XT 660Z TÉNÉRÉ,2013,1
FIORINO FURGAO 1.3 FIRE FLEX,2010,1
PAJERO TR4 2.0 16V 4X4,2010,1
Hilux CD SR 4x2 2.7 16V aut,2014,1
V-ROD 10th ANNIVERSARY EDITION VRSCDX,2012,1
HB20,2017,1
C4 CACTUS FEEL 1.6 16V FLEX AU,2022,1
FIT EXL 1.5 FLEX/FLEXONE 16V 5,2015,1
Vectra GT-X 2.0 MPFI 8V FlexPower Mec.,2011,1
Hilux CD SR5 4x4 2.8 Diesel,1998,1
Corsa Milenium  1.0 MPF,2002,1
Axor 2036 S 2p (diesel) (E5,2016,1
EcoSport SE 1.5 12V Flex 5p Aut.,2020,1
DUSTER DAKAR 1.6 HI-FLEX 16V M,2016,1
7.110 S,1993,1
AMAROK Highline CD 2.0 16V TDI 4x4 Dies.,2010,1
HB20 C. Plus 1.6,2016,1
FAZER 600,2009,1
JOURNEY RT  3.6 V6 Aut.,2014,1
NINJA 650R 649cc,2011,1
407 Sed. Allure 2.0 16V 4p Aut.,2008,1
Saveiro Robust 1.6 Total Flex 8V,2019,1
GOL TRENDLINE 1.6 T. FLEX 8V,2014,1
UP! BLACK/WHITE/RED 1.0 TSI TF,2016,1
Boxer 2.8 Furg. TB Dies. Longo T.Alto,2008,1
S10 Pick-Up LS 2.4 F.Power 4x2 CS,2015,1
Pajero OUTDOOR 3.2 4x4 T.I. Dies.5p Aut.,2017,1
SIENA EL CELEBRATION 1.0 MPI F,2010,1
DISCOVERY SPORT HSE 2.0 4X4 DI,2017,1
D-20 S Diesel,1992,1
Corsa Hat. Joy  1.0 FlexPower 8V 5p,2005,1
XT 1200 Z  SUPER TÉNÉRÉ,2012,1
Fiesta Sedan SE 1.0 8V Flex 4p,2013,1
S10 Pick-Up LS 2.8 TDI 4x4 CD Dies. Mec.,2013,1
AGILE LTZ 1.4 MPFI 8V FlexPower 5p,2011,1
Himalayan 411 EFI,2018,1
POLO HIGHLINE TSI 1.0 FLEX 12V,2022,1
L200-TRITON S. HPE FTP 2.4 CD,2017,1
DAILY CHASSI 35.10 2p,2003,1
L 1620,2003,1
CARGO 2422 CNL,2011,1
MONTANA COMBO 1.4 8V ECONOFLEX,2008,1
208 GRIFFE 1.6 FLEX 16V 5P AUT,2016,1
C3 ORIGINE 1.5 FLEX,2015,1
POP 110i,2021,1
XRE 190,2023,1
AMAROK High.CD 2.0 16V TDI 4x4 Dies. Aut,2017,1
Civic Sedan TOURING 1.5 Turbo 16V Aut.4p,2017,1
ER-6n 650cc,2010,1
Corolla XEi 2.0 Flex 16V Aut.,2014,1
Fox BlueMotion 1.6 Mi Total Flex 5p.,2013,1
CG 160 FAN,2021,1
T-CROSS SENSE 1.0 TSI FLEX 5P,2022,1
R 1200 GS,2019,1
YBR 125 ED,2005,1
ACTROS 2651 S 6X4 2P (DIESEL)(,2020,1
R 440 A 6X4 HIGHLINE (E5),2014,1
CRETA PULSE PLUS 1.6 16V FLEX,2018,1
AMAROK HIGHLINE CD 3.0 4X4 TB,2019,1
CLASSIC LS 1.0 FLEXPOWER,2013,1
PRISMA  Sed. LT  1.4 8V Econof,2010,1
DK 150,2023,1
XT 660 R,2010,1
Grand Vitara 2.0 16V 5p Mec.,2012,1
XL 1200 CX Roadster,2017,1
PULSE AUDACE 1.0 TURBO 200 FLE,2023,1
RANGER XLS 2.2 4X4 CD DIESEL A,2020,1
AIRCROSS TENDANCE 1.6 FLEX 16V,2014,1
Pajero TR4 2.0 mec,2006,1
HILUX CD SRX 4X4 2.8 TDI 16V D,2017,1
BONNEVILLE BOBBER 1200cc,2017,1
Golf 2.0,2008,1
CITY Sedan DX 1.5 Flex 16V Mec.,2011,1
Palio ELX 1.0 Fire,2009,1
Tiggo 5X TXS 1.5 16V Turbo Flex Aut.,2021,1
Locação - Kwid Outsider 1.0 MT-PM 1000/12,2023,1
HB20 Vision 1.0 Flex 12V Mec.,2022,1
Continental GT 650cc ABS,2021,1
Palio ATTRACTIVE 1.4 EVO Fire Flex 8V 5p,2014,1
Kombi Escolar 1.4,2009,1
Palio Weekend ELX 1.0 mpi Fire 16V,2002,1
DISCOVERY SPORT HSE 2.2 4X4 DI,2015,1
Vectra CD 2.0 16V Aut,2003,1
Courier 1.6 L,2001,1
1299 Panigale S,2016,1
Fit LXL 1.4 Flex 8v Mec,2010,1
FOX COMFORTLINE 1.0 FLEX 8V,2015,1
Fiesta Sed. Personnalité 1.0 8V 4p,2006,1
POLO MF 1.6,2017,1
Astra 2.0 8V Hatchback 5p Mec,2004,1
C-180 CGI Exclusive 1.6 TB 16V  Aut.,2018,1
Palio ELX 1.0 4p,1999,1
Ranger XLS 2.2 4x2 CD Diesel Aut.,2020,1
PALIO 1.0 FIRE FLEX,2014,1
POLO 1.6 MSI FLEX 16V,2017,1
S10 PICK-UP LT 2.5 FLEX 4X2 CD,2018,1
23.210 6X2,2005,1
CLASSE B 200 CGI 1.6 TB,2017,1
HR-V LX 1.8 Flexone 16V 5p Aut.,2021,1
honda civic lxr,2014,1
C3 LIVE 1.0 FLEX 6V 5P MEC.,2023,1
Atego 2430 6x2 2p (diesel)(E5),2020,1
S3 Sportback 2.0 TFSI Quattro S Tronic,2016,1
MOBI EASY ON 1.0 FIRE FLEX,2016,1
25-390 E Constel. 6x2 2p (diesel)(E5),2014,1
208 ACTIVE 1.5 FLEX,2014,1
K 1300 GT,2009,1
X4 XDRIVE 28i X-Line 2.0 Turbo 245cv Aut,2015,1
SUPERMOTO 990 T,2010,1
XJ6 N,2012,1
Hilux CD SRX 4x4 2.8 TDI 16V Diesel Aut.,2017,1
Baleno 1.6 16V Mec.,1997,1
CB TWISTER 250cc,2020,1
Corsa Pick-Up STD 1.6 MPFI,2002,1
CG 125 FAN ES,2010,1
HB20 Sense 1.0 Flex 12V Mec.,2021,1
CBR 600 RR,2010,1
ETIOS XS Sedan 1.5 Flex 16V 4p Aut.,2017,1
COBALT ELITE 1.8 8V ECONO.FLEX,2016,1
X3 XDRIVE 20i 2.0 Bi-Turbo 184cv Aut.,2015,1
GSX 1300-R Hayabusa,2008,1
709 2p (diesel),1994,1
15.180 CNM,2011,1
FOX CONNECT I MOTION 1.6 FLEX,2017,1
S 1000 R,2018,1
Palio 1.0 ECONOMY Fire Flex 8V 2p,2009,1
PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2016,1
AMAROK Highline CD 3.0 4x4 TB Dies. Aut.,2019,1
LOGAN SEDAN EXPRESSION 1.6 HI-,2012,1
Creta Prestige 2.0 16V Flex Aut.,2021,1
NX-4 FALCON 400,2000,1
A3 Sedan 1.4 TB FSI Flex Tiptronic 4p,2018,1
HR-V Touring 1.8 Flexone 16V 5p Aut.,2017,1
KA 1.0 8V,2008,1
Creta Smart Plus 1.6 16V Flex Aut.,2021,1
Discovery TD6 HSE 7,2020,1
TRACKER Premier 1.2 Turbo 12V Flex Aut.,2023,1
C3 GLX SONORA 1.4 FLEX,2006,1
Elantra GLS 2.0 16V Flex Aut.,2014,1
Renegade Night Eagle 1.8 4x2  Flex Aut.,2018,1
320iA Modern TB 2.0 16V 184cv,2020,1
Palio 1.0 Fire Flex 4p,2006,1
TUCSON GLS 1.6 TURBO 16V AUT.,2018,1
ATEGO 1419 (E5),2013,1
LOGAN,2015,1
13-190 E Constellation 2p (diesel)(E5),2014,1
Master 2.3 dCi Furgão 16V Diesel,2021,1
HERITAGE CUSTOM 1450cc,2008,1
