seguradora_id,data_proposta,data_finalizada,modelo,fabricante,fabricacao,ano_modelo,case
65,2023-07-13,2023-07-14,COMPASS LONGITUDE 2.0 4X4 DIES,JEEP,2018,2018,Aprovado
2,2023-07-13,2023-07-21,Grand Vitara 2.0 16V 5p Aut.,Suzuki,2015,2016,Aprovado
65,2023-07-13,2023-07-17,FOX CONNECT 16 FLEX 8V 5P,VOLKSWAGEN,2017,2018,Aprovado
2,2023-07-13,2023-07-17,CB 300F Twister Flex,Honda,2023,2023,Aprovado
2,2023-07-13,2023-07-17,BIZ 125 Flexone,Honda,2023,2023,Aprovado
2,2023-07-13,2023-07-14,NXR 160 Bros ESDD FLEXone,Honda,2023,2023,Aprovado
74,2023-07-13,2023-07-14,ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.,CHEVROLET,2021,2022,Aprovado
2,2023-07-13,2023-07-18,Hilux CD SRV D4-D 4x4 3.0 TDI Diesel Aut,Toyota,2015,2015,Aprovado
2,2023-07-13,2023-07-17,CB 600F Hornet,Honda,2005,2005,Aprovado
2,2023-07-13,2023-07-17,AMAROK Extreme CD 3.0 4x4 TB Dies. Aut.,VW - VolksWagen,2019,2020,Aprovado
61,2023-07-13,2023-07-17,"","","","",Aprovado
61,2023-07-13,2023-07-14,"","","","",Aprovado
2,2023-07-13,2023-07-17,Uno Mille 1.0 Economy 4p,Fiat,2011,2012,Aprovado
2,2023-07-13,2023-07-17,FZ15 150 FAZER FLEX,YAMAHA,2023,2023,Aprovado
2,2023-07-13,2023-07-21,R 1200 GS,BMW,2014,2015,Aprovado
2,2023-07-13,2023-07-17,NEO Automatic 125cc,YAMAHA,2021,2022,Aprovado
2,2023-07-13,2023-07-17,BIZ 125 Flexone,Honda,2023,2023,Aprovado
2,2023-07-13,2023-07-17,TIGER 900 RALLY PRO,TRIUMPH,2022,2022,Aprovado
2,2023-07-13,2023-07-14,FZ25 250 FAZER FLEX,YAMAHA,2022,2022,Aprovado
2,2023-07-13,2023-07-17,CB 300F Twister Flex,Honda,2023,2023,Aprovado
2,2023-07-13,2023-07-17,PCX 150,Honda,2021,2021,Aprovado
2,2023-07-13,2023-07-14,YS 250 FAZER,YAMAHA,2007,2007,Aprovado
2,2023-07-13,2023-07-14,XTZ 250 LANDER 249cc,YAMAHA,2023,2023,Aprovado
65,2023-07-13,2023-07-17,RENEGADE SPORT 1.8 4X2 FLEX 16,JEEP,2019,2020,Aprovado
65,2023-07-13,2023-07-18,COBALT LTZ 1.4 FLEXPOWER,GM - CHEVROLET,2016,2016,Aprovado
65,2023-07-13,2023-07-19,SAVEIRO ROBUST 1.6 TOTAL FLEX,VOLKSWAGEN,2019,2020,Reprovado
65,2023-07-13,2023-07-18,PALIO ECONOMY 1.0 FIRE FLEX,FIAT,2011,2012,Aprovado
65,2023-07-13,2023-07-25,C-180 1.6 TURBO 16V 156CV AUT.,MERCEDES BENZ,2014,2015,Aprovado
65,2023-07-13,2023-07-17,KICKS SENSE 1.6 16V FLEX AUT.,NISSAN,2022,2022,Aprovado
2,2023-07-13,2023-07-25,Pajero TR4 2.0 Flex Aut,Mitsubishi,2011,2012,Reprovado
65,2023-07-13,2023-07-20,X1 SDRIVE 20I 2.0 16V TURBO,BMW,2019,2019,Aprovado
65,2023-07-13,2023-07-18,NIVUS HIGHLINE 1.0 200 TSI FLE,VOLKSWAGEN,2020,2021,Aprovado
65,2023-07-13,2023-07-26,COOPER CABRIO JOHN WORKS 2.0 A,MINI,2018,2019,Aprovado
65,2023-07-13,2023-07-14,FOCUS HATCH 2.0 16V FLEX,FORD,2010,2010,Aprovado
2,2023-07-13,2023-07-17,JETTA 2.0 TSI 16V 4p Tiptronic,VW - VolksWagen,2013,2014,Aprovado
2,2023-07-13,2023-07-17,Fox 1.6 Mi Total Flex 8V 5p,VW - VolksWagen,2010,2011,Aprovado
2,2023-07-13,2023-07-17,DL 650 V-Strom,Suzuki,2011,2012,Aprovado
2,2023-07-13,2023-07-14,PCX 150 SPORT,Honda,2021,2021,Aprovado
2,2023-07-13,2023-07-17,YBR 150 FACTOR ED,YAMAHA,2019,2020,Aprovado
2,2023-07-13,2023-07-14,YS 250 FAZER,YAMAHA,2008,2008,Aprovado
2,2023-07-13,2023-07-18,YBR 150 FACTOR ED,YAMAHA,2022,2023,Aprovado
2,2023-07-13,2023-07-17,CB TWISTER 250cc,Honda,2022,2022,Aprovado
2,2023-07-13,2023-07-18,XTZ 250 TENERE,YAMAHA,2017,2018,Aprovado
2,2023-07-13,2023-07-18,F-350 2p (diesel),Ford,2000,2000,Aprovado
2,2023-07-13,2023-07-17,YS 150 Fazer SED,YAMAHA,2020,2021,Aprovado
2,2023-07-13,2023-07-17,Ka 1.0 SE TiVCT Flex 5p,Ford,2017,2018,Aprovado
2,2023-07-13,2023-07-14,POP 110i,Honda,2023,2023,Aprovado
2,2023-07-13,2023-07-18,Pajero TR4 2.0 Flex Aut,Mitsubishi,2011,2012,Aprovado
2,2023-07-13,2023-07-17,Bongo K-2500 2.5 4x2 TB Diesel,Kia Motors,2009,2010,Aprovado
61,2023-07-13,2023-07-29,"","","","",Aprovado
2,2023-07-13,2023-07-17,Fiesta 1.6 8V Flex 5p,Ford,2012,2013,Aprovado
2,2023-07-13,2023-07-20,JETTA Trendline 1.4 TSI 16V 4p  Aut.,VW - VolksWagen,2016,2016,Aprovado
2,2023-07-13,2023-07-17,BIZ 125 Flexone,Honda,2022,2022,Aprovado
61,2023-07-13,2023-07-14,"","","","",Aprovado
59,2023-07-13,2023-07-14,GOL,VOLKSWAGEN,2020,2021,Aprovado
2,2023-07-13,2023-07-17,XRE 300 ABS,Honda,2022,2022,Aprovado
2,2023-07-13,2023-07-14,Citycom S 300i,DAFRA,2016,2017,Aprovado
2,2023-07-13,2023-07-14,GSX-R 1000,Suzuki,2011,2012,Aprovado
2,2023-07-13,2023-07-18,CBR 500R,Honda,2015,2015,Aprovado
65,2023-07-13,2023-07-17,HILUX SW4 DIAMOND 2.8 TB 4X4 D,TOYOTA,2023,2024,Aprovado
65,2023-07-13,2023-07-14,2500 LARAMIE SLT 6.7 TDI CD 4X,RAM,2021,2021,Reprovado
65,2023-07-13,2023-07-19,WR-V EX 1.5 FLEXONE 16V 5P AUT,HONDA,2017,2018,Aprovado
65,2023-07-13,2023-07-19,FRONTIER XE 2.8 TB D IC,NISSAN,2003,2004,Aprovado
65,2023-07-13,2023-07-25,YARIS XL 1.5 FLEX 16V 5P AUT.,TOYOTA,2022,2023,Aprovado
65,2023-07-13,2023-07-26,ETIOS X HB 1.3,TOYOTA,2019,2020,Reprovado
65,2023-07-13,2023-07-19,CELTA LS 1.0 MPFI FLEX,GM - CHEVROLET,2012,2013,Aprovado
65,2023-07-13,2023-07-21,STRADA WORKING CELEB 1.4 FIRE,FIAT,2014,2014,Aprovado
2,2023-07-13,2023-07-17,Hilux CD SRX 4x4 2.8 TDI 16V Diesel Aut.,Toyota,2020,2020,Aprovado
65,2023-07-13,2023-07-17,COROLLA XEI 2.0 FLEX,TOYOTA,2015,2016,Aprovado
65,2023-07-13,2023-07-26,UNO VIVACE CELEB. 1.0 EVO FIRE,FIAT,2013,2013,Reprovado
65,2023-07-13,2023-07-19,DISCOVERY HSE 3.0 V6 4X4 TD6 D,LAND ROVER,2017,2017,Aprovado
2,2023-07-13,2023-07-17,CADENZA EX 3.5 V6 24V 290cv Aut.,Kia Motors,2011,2011,Aprovado
2,2023-07-13,2023-07-14,CG 150 TITAN-EX MIX,Honda,2014,2014,Aprovado
2,2023-07-13,2023-07-17,YS 150 Fazer SED,YAMAHA,2021,2022,Aprovado
2,2023-07-13,2023-07-14,Ka 1.0 SE TiVCT Flex 5p,Ford,2016,2017,Aprovado
2,2023-07-13,2023-07-17,CB 500F,Honda,2016,2016,Aprovado
2,2023-07-13,2023-07-17,Toro Freedom 1.8 16V Flex Aut.,Fiat,2019,2020,Aprovado
2,2023-07-13,2023-07-14,Sorento 2.4 16V 174cv 4x2 Aut.,Kia Motors,2010,2011,Aprovado
61,2023-07-13,2023-07-14,"","","","",Aprovado
2,2023-07-13,2023-07-14,Ranger XLS 2.2 4x2 CD Diesel Aut.,Ford,2020,2020,Aprovado
61,2023-07-13,2023-07-14,"","","","",Aprovado
2,2023-07-13,2023-07-13,EN 125 Yes,Suzuki,2008,2008,Aprovado
61,2023-07-13,2023-07-14,"","","","",Reprovado
2,2023-07-13,2023-07-14,CB 300F Twister Flex,Honda,2023,2023,Aprovado
2,2023-07-13,2023-07-19,Ranger 2.5 4x4 CD TB Diesel,Ford,2000,2001,Aprovado
2,2023-07-13,2023-07-18,GSX 1300-R Hayabusa,Suzuki,2022,2023,Aprovado
2,2023-07-13,2023-07-19,T-Cross 1.0 TSI Flex 12V 5p Aut.,VW - VolksWagen,2022,2022,Aprovado
2,2023-07-13,2023-07-17,XTZ 250 LANDER 249cc,YAMAHA,2023,2023,Aprovado
59,2023-07-13,2023-07-17,fiat uno attractive 1.0,fiat,2019,2020,Aprovado
2,2023-07-13,2023-07-13,XL 883N Iron,HARLEY-DAVIDSON,2013,2013,Aprovado
61,2023-07-13,2023-07-18,"","","","",Reprovado
2,2023-07-13,2023-07-28,Versys 650cc,KAWASAKI,2020,2020,Aprovado
61,2023-07-13,2023-07-14,"","","","",Aprovado
2,2023-07-13,2023-07-14,XTZ 250 LANDER 249cc,YAMAHA,2013,2013,Aprovado
2,2023-07-13,2023-07-17,Tiggo 5X TXS 1.5 16V Turbo Flex Aut.,CHERY,2020,2021,Aprovado
2,2023-07-13,2023-07-14,DR 160,HAOJUE,2023,2024,Aprovado
2,2023-07-13,2023-07-14,Saveiro  Trendline 1.6 T.Flex 8V,VW - VolksWagen,2017,2018,Aprovado
65,2023-07-13,2023-07-19,VERSA SV 1.6 16V FLEXSTART 4P,NISSAN,2017,2018,Aprovado
65,2023-07-13,2023-07-17,KA 1.0 SE/SE PLUS TICVT FLEX 5,FORD,2018,2018,Aprovado
65,2023-07-13,2023-07-19,ONIX SED. PLUS PREM. 1.0 12V T,GM - CHEVROLET,2020,2020,Aprovado
65,2023-07-13,2023-07-19,VECTRA ELEGANCE 2.0 MPFI FLEXP,GM - CHEVROLET,2009,2010,Aprovado
65,2023-07-13,2023-07-19,208 ALLURE 1.5 FLEX,PEUGEOT,2015,2016,Aprovado
65,2023-07-13,2023-07-14,HILUX SW4 SRV D4-D 4X4 3.0 TDI,TOYOTA,2012,2013,Aprovado
65,2023-07-13,2023-07-19,FOX COMFORTLINE 1.0 FLEX 12V,VOLKSWAGEN,2016,2017,Aprovado
65,2023-07-13,2023-07-14,T-CROSS SENSE 1.0 TSI FLEX 5P,VOLKSWAGEN,2020,2020,Aprovado
65,2023-07-13,2023-07-14,HB20S VISION 1.6 FLEX 16V AUT.,HYUNDAI,2020,2021,Aprovado
65,2023-07-13,2023-07-26,POLO HIGHLINE 200 TSI 1.0 FLEX,VOLKSWAGEN,2020,2020,Reprovado
65,2023-07-13,2023-07-18,GRAND SIENA ATTRACTIVE 1.4 EVO,FIAT,2012,2013,Aprovado
2,2023-07-13,2023-07-14,JOY Hatch1.0 8V Flex 5p Mec.,GM - Chevrolet,2019,2020,Aprovado
65,2023-07-13,2023-07-14,320 IA 2.0 TURBO,BMW,2020,2021,Aprovado
65,2023-07-13,2023-07-19,RAV 4 2.0 16V 4X2,TOYOTA,2015,2015,Aprovado
2,2023-07-13,2023-07-14,T-Cross 1.0 TSI Flex 12V 5p Aut.,VW - VolksWagen,2021,2021,Aprovado
2,2023-07-13,2023-07-14,CG 125 FAN,Honda,2005,2005,Aprovado
2,2023-07-13,2023-07-14,CB TWISTER 250cc,Honda,2020,2020,Aprovado
2,2023-07-13,2023-07-14,CG 160 FAN Flex,Honda,2022,2022,Aprovado
2,2023-07-13,2023-07-20,Palio 1.0 ECONOMY Fire Flex 8V 4p,Fiat,2011,2012,Aprovado
61,2023-07-13,2023-07-14,"","","","",Reprovado
2,2023-07-13,2023-07-14,CB 300F Twister Flex,Honda,2023,2023,Aprovado
2,2023-07-13,2023-07-14,MARCH SL 1.6 16V Flex Fuel 5p,Nissan,2015,2015,Aprovado
61,2023-07-13,2023-07-15,"","","","",Aprovado
2,2023-07-13,2023-07-14,19-320 E Constellation Titan Tractor 2p,VW - VolksWagen,2006,2006,Aprovado
2,2023-07-13,2023-07-17,AMAROK Highline CD 3.0 4x4 TB Dies. Aut.,VW - VolksWagen,2018,2018,Aprovado
61,2023-07-13,2023-07-14,"","","","",Aprovado
2,2023-07-13,2023-07-14,YS 150 Fazer ED,YAMAHA,2013,2014,Aprovado
2,2023-07-13,2023-07-14,Uno Mille 1.0 Electronic,Fiat,1994,1995,Aprovado
2,2023-07-13,2023-07-18,328iA Exclusive 2.8 24V,BMW,1998,1999,Aprovado
61,2023-07-13,2023-07-15,"","","","",Aprovado
2,2023-07-13,2023-07-19,Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.,Toyota,2019,2019,Aprovado
2,2023-07-13,2023-07-18,VERTIS 90V16 4x2 2p (diesel),IVECO,2011,2011,Aprovado
2,2023-07-13,2023-07-13,XL 1200 Custom,HARLEY-DAVIDSON,2014,2014,Aprovado
2,2023-07-13,2023-07-24,Fiesta 1.6 8V Flex 5p,Ford,2011,2012,Aprovado
2,2023-07-13,2023-07-14,XTZ 250 LANDER 249cc,YAMAHA,2021,2022,Aprovado
2,2023-07-13,2023-07-20,VM 270 8X2 2p (diesel) (E5),Volvo,2015,2015,Aprovado
2,2023-07-13,2023-07-18,CG 160 TITAN FLEXone,Honda,2023,2023,Aprovado
2,2023-07-13,2023-07-14,X60 1.8 16V 128cv 5p Mec.,LIFAN,2015,2016,Aprovado
65,2023-07-13,2023-07-17,TORO RANCH 2.0 16V 4X4 DIESEL,FIAT,2021,2022,Aprovado
65,2023-07-13,2023-07-14,COMPASS LONGITUDE 2.0 4X4 DIES,JEEP,2019,2020,Aprovado
65,2023-07-13,2023-07-20,FOX XTREME 16 FLEX 8V 5P,VOLKSWAGEN,2019,2019,Aprovado
65,2023-07-13,2023-07-26,ARGO DRIVE 1.0 6V FLEX,FIAT,2019,2020,Aprovado
2,2023-07-13,2023-07-20,VM 330 8X2 2p (diesel) (E5),Volvo,2021,2022,Aprovado
2,2023-07-13,2023-07-13,BEACH 11A 3000W,Muuv,2022,2022,Aprovado
2,2023-07-13,2023-07-14,Z 400,KAWASAKI,2020,2020,Aprovado
2,2023-07-13,2023-07-13,CG 125 FAN KS,Honda,2009,2009,Aprovado
2,2023-07-13,2023-07-17,Renegade1.8 4x2 Flex 16V Aut.,Jeep,2019,2019,Aprovado
59,2023-07-13,2023-07-17,Yaris,Toyota,2021,2022,Reprovado
61,2023-07-13,2023-07-14,"","","","",Aprovado
61,2023-07-13,2023-07-18,"","","","",Aprovado
59,2023-07-13,2023-07-17,PRISMA,CHEVROLET,2018,2018,Aprovado
2,2023-07-13,2023-07-18,NEO Automatic 125cc,YAMAHA,2021,2022,Aprovado
2,2023-07-13,2023-07-14,XTZ 250 LANDER 249cc,YAMAHA,2019,2020,Aprovado
2,2023-07-13,2023-07-17,VERTIS 90V18 2p (diesel)(E5),IVECO,2013,2013,Aprovado
2,2023-07-13,2023-07-14,R 1200 GS,BMW,2011,2011,Aprovado
2,2023-07-13,2023-07-17,Z 400,KAWASAKI,2019,2020,Aprovado
2,2023-07-13,2023-07-14,NX-4 FALCON 400,Honda,2001,2001,Aprovado
2,2023-07-13,2023-07-17,Palio EDX 1.0 mpi 4p,Fiat,1998,1998,Aprovado
2,2023-07-13,2023-07-17,XRE 190,Honda,2020,2020,Aprovado
65,2023-07-13,2023-07-14,RANGE ROVER SPORT HSE 3.0 TD V,LAND ROVER,2017,2017,Aprovado
65,2023-07-13,2023-07-17,TRACKER PREMIER1.2 TURBO 12V F,GM - CHEVROLET,2021,2022,Aprovado
2,2023-07-13,2023-07-24,NXR 160 Bros ESDD FLEXone,Honda,2019,2019,Aprovado
65,2023-07-13,2023-07-17,Q3 1.4 TFSI 150CV S-TRONIC,AUDI,2017,2018,Aprovado
2,2023-07-13,2023-07-18,FOX Trendline 1.0 Flex 12V 5p,VW - VolksWagen,2016,2017,Aprovado
65,2023-07-13,2023-07-19,POLO 1.6 MSI FLEX 16V,VOLKSWAGEN,2019,2020,Aprovado
2,2023-07-13,2023-07-14,Escort S.W. GLX 1.8i 16V,Ford,1998,1998,Aprovado
2,2023-07-13,2023-07-23,INTRUDER 125,Suzuki,2010,2010,Aprovado
61,2023-07-13,2023-07-14,"","","","",Aprovado
2,2023-07-13,2023-07-17,Celta Life 1.0 MPFI 8v FlexPower 3p,GM - Chevrolet,2009,2010,Aprovado
2,2023-07-13,2023-07-18,CG 150 TITAN-ESD MIX,Honda,2014,2014,Aprovado
2,2023-07-13,2023-07-17,BIZ 125 Flexone,Honda,2022,2023,Aprovado
2,2023-07-13,2023-07-27,500 Cult 1.4 Flex 8V EVO Dualogic,Fiat,2012,2013,Aprovado
2,2023-07-13,2023-07-17,NXR 150 Bros ESD MIX,Honda,2012,2013,Aprovado
2,2023-07-13,2023-07-14,SCRAMBLER ICON 800cc,DUCATI,2020,2020,Aprovado
2,2023-07-13,2023-07-15,Elba Weekend 1.5 i.e. 2p e 4p,Fiat,1991,1992,Aprovado
2,2023-07-13,2023-07-24,Up! take 1.0 Total Flex 12V 5p,VW - VolksWagen,2014,2015,Aprovado
2,2023-07-13,2023-07-21,CG 150 FAN ESi,Honda,2010,2011,Aprovado
2,2023-07-13,2023-07-17,Hilux CD 4x4 2.8 Diesel,Toyota,2017,2018,Aprovado
2,2023-07-13,2023-07-17,Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut,Mitsubishi,2018,2018,Aprovado
2,2023-07-13,2023-07-18,HB20 C. Style 1.0,Hyundai,2018,2018,Aprovado
2,2023-07-13,2023-07-20,XRE 190,Honda,2019,2019,Aprovado
2,2023-07-13,2023-07-20,MARCH S 1.0 12V Flex 5p,Nissan,2017,2017,Aprovado
2,2023-07-13,2023-07-13,CG 125 FAN,Honda,2007,2007,Aprovado
2,2023-07-13,2023-07-17,Celta Spirit 1.0 MPFI 8V FlexP. 5p,GM - Chevrolet,2007,2007,Reprovado
2,2023-07-13,2023-07-17,Fiorino Furgão Celeb. EVO 1.4 Flex 8V 2p,Fiat,2014,2015,Aprovado
65,2023-07-13,2023-07-18,HILUX CD SRV 4X4 2.8 TDI DIESE,TOYOTA,2020,2020,Aprovado
2,2023-07-13,2023-07-17,Kombi Furgão,VW - VolksWagen,2004,2004,Aprovado
65,2023-07-13,2023-07-26,FH 13 440 6X2,VOLVO,2010,2011,Reprovado
65,2023-07-13,2023-07-17,SAVEIRO ROBUST 1.6 TOTAL FLEX,VOLKSWAGEN,2021,2022,Aprovado
2,2023-07-13,2023-07-18,HB20S Premium 1.6 Flex 16V Aut. 4p,Hyundai,2016,2016,Aprovado
2,2023-07-13,2023-07-17,SANDERO Authentique Hi-Power 1.0 16V 5p,Renault,2015,2016,Aprovado
65,2023-07-13,2023-07-21,ARGO PRECISION 1.8 16VFLEX AUT,FIAT,2017,2018,Aprovado
2,2023-07-13,2023-07-14,MOBI Like 1.0 Fire Flex 5p.,Fiat,2020,2020,Aprovado
65,2023-07-13,2023-07-20,YARIS XS 1.5 FLEX 16V 4P AUT,TOYOTA,2018,2019,Aprovado
61,2023-07-13,2023-07-14,"","","","",Reprovado
61,2023-07-13,2023-07-17,"","","","",Aprovado
2,2023-07-13,2023-07-15,CG 125 FAN KS,Honda,2012,2012,Aprovado
2,2023-07-13,2023-07-14,X1 SDRIVE 20i 2.0 Turbo 16V 184cv Aut.,BMW,2015,2015,Aprovado
2,2023-07-13,2023-07-17,XTZ 150 CROSSER S FLEX,YAMAHA,2023,2023,Aprovado
2,2023-07-13,2023-07-14,YBR 150 FACTOR ED,YAMAHA,2022,2023,Aprovado
2,2023-07-13,2023-07-21,XTZ 150 CROSSER Z FLEX,YAMAHA,2023,2023,Aprovado
2,2023-07-13,2023-07-19,CRUZE HB Sport LT 1.8 16V FlexP. 5p Aut,GM - Chevrolet,2013,2013,Aprovado
2,2023-07-13,2023-07-14,Fusion SEL 2.5 16V 173cv Aut.,Ford,2010,2010,Aprovado
2,2023-07-13,2023-07-17,BIZ 125 Flexone,Honda,2017,2017,Aprovado
2,2023-07-13,2023-07-18,MT-09 850cc,YAMAHA,2022,2022,Aprovado
2,2023-07-13,2023-07-14,YS 250 FAZER,YAMAHA,2017,2017,Aprovado
65,2023-07-13,2023-07-17,X4 XDRIVE 30i M-Sport 2.0 Tb.,BMW,2019,2019,Aprovado
65,2023-07-13,2023-07-14,RANGER XLS 2.2 4X4 CD DIESEL A,FORD,2016,2017,Aprovado
65,2023-07-13,2023-07-14,TECTOR 240 E 25 S 6X2,FIAT,2010,2011,Reprovado
65,2023-07-13,2023-07-17,FOX 1.6 MI TOTAL FLEX,VOLKSWAGEN,2013,2014,Reprovado
2,2023-07-13,2023-07-20,i30 2.0 16V 145cv 5p Aut.,Hyundai,2011,2012,Aprovado
2,2023-07-13,2023-07-18,XRE 190,Honda,2019,2019,Aprovado
2,2023-07-13,2023-07-19,Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p,Fiat,2013,2013,Aprovado
2,2023-07-13,2023-07-18,ELITE 125,Honda,2020,2020,Aprovado
2,2023-07-13,2023-07-24,EN 125 Yes,Suzuki,2006,2007,Aprovado
2,2023-07-13,2023-07-14,ADV 150,Honda,2022,2023,Aprovado
61,2023-07-13,2023-07-14,"","","","",Aprovado
61,2023-07-13,2023-07-14,"","","","",Aprovado
2,2023-07-13,2023-07-15,CG 150 TITAN-JOB,Honda,2008,2008,Aprovado
2,2023-07-13,2023-07-17,ELITE 125,Honda,2023,2023,Aprovado
3,2023-07-13,2023-07-19,-BENZ/ATEGO 1719,MERCEDES,2012,2012,Aprovado
61,2023-07-13,2023-07-14,"","","","",Aprovado
61,2023-07-13,2023-07-14,"","","","",Aprovado
2,2023-07-13,2023-07-17,VT 600 C SHADOW,Honda,2002,2002,Aprovado
2,2023-07-13,2023-07-14,NINJA ZX-10R 1000cc,KAWASAKI,2018,2018,Aprovado
2,2023-07-13,2023-07-14,YBR 150 FACTOR ED,YAMAHA,2023,2023,Aprovado
2,2023-07-13,2023-07-18,ARRIZO 6  PRO 1.5 Turbo Flex Aut.,Caoa Chery,2022,2023,Aprovado
2,2023-07-13,2023-07-14,CG 160 TITAN S Flex,Honda,2019,2020,Aprovado
65,2023-07-13,2023-07-14,COROLLA XEI 2.0 FLEX,TOYOTA,2018,2019,Aprovado
2,2023-07-13,2023-07-23,NXR 150 Bros ESD,Honda,2003,2004,Aprovado
65,2023-07-13,2023-07-20,COBALT LT 1.8 ECONOFLEX,GM - CHEVROLET,2012,2013,Reprovado
65,2023-07-13,2023-07-19,FOX PEPPER 1.6 FLEX 16V,VOLKSWAGEN,2016,2017,Aprovado
65,2023-07-13,2023-07-19,GLB 200 PROGRESSIVE 1.3 TB 16V,MERCEDES BENZ,2021,2021,Aprovado
2,2023-07-13,2023-07-17,Fit LX 1.4 Aut,Honda,2004,2004,Aprovado
65,2023-07-13,2023-07-19,PALIO ATTRACTIVE 1.4 EVO FIRE,FIAT,2016,2016,Aprovado
65,2023-07-13,2023-07-26,CRUZE LT 1.8 16V FLEXPOWER,GM - CHEVROLET,2016,2016,Reprovado
65,2023-07-13,2023-07-18,METEOR 29.520 6X4 2P (DIESEL)(,VOLKSWAGEN,2022,2023,Reprovado
2,2023-07-13,2023-07-14,MT-09 850cc,YAMAHA,2017,2018,Aprovado
2,2023-07-13,2023-07-14,MOBI Like 1.0 Fire Flex 5p.,Fiat,2021,2021,Aprovado
2,2023-07-13,2023-07-14,CB 500X,Honda,2014,2015,Aprovado
2,2023-07-13,2023-07-18,WR-V EXL 1.5 Flexone 16V 5p Aut.,Honda,2020,2020,Aprovado
2,2023-07-13,2023-07-18,A3 Sportback 2.0 16V TFSI Mec.,Audi,2011,2011,Aprovado
59,2023-07-13,2023-07-17,COROLLA XEI 2.0 FLEX,TOYOTA,2019,2019,Aprovado
59,2023-07-13,2023-07-17,SAVEIRO CE CROSS MA,VOLKSWAGEN,2014,2015,Aprovado
2,2023-07-13,2023-07-17,MT-03 ABS,YAMAHA,2016,2017,Aprovado
2,2023-07-13,2023-07-14,CB TWISTER 250cc,Honda,2016,2016,Aprovado
2,2023-07-13,2023-07-20,XRE 190,Honda,2017,2017,Aprovado
2,2023-07-13,2023-07-17,CG 160 FAN Flex,Honda,2022,2023,Aprovado
2,2023-07-13,2023-07-18,Bravo SPORTING 1.8 Dualogic Flex 16V 5p,Fiat,2013,2014,Aprovado
2,2023-07-13,2023-07-14,CG 160 TITAN FLEXone,Honda,2017,2018,Aprovado
2,2023-07-13,2023-07-19,YBR 150 FACTOR ED,YAMAHA,2019,2020,Aprovado
2,2023-07-13,2023-07-14,ONIX HATCH LT 1.0 12V Flex 5p Mec.,GM - Chevrolet,2020,2020,Aprovado
2,2023-07-13,2023-07-14,Ka+ Sedan 1.5 16V Flex 4p,Ford,2016,2017,Aprovado
2,2023-07-13,2023-07-17,CG 160 Start,Honda,2018,2019,Aprovado
2,2023-07-13,2023-07-14,ASX 2.0 16V 4x4 160cv Aut.,Mitsubishi,2013,2013,Aprovado
2,2023-07-13,2023-07-18,ADV 150,Honda,2020,2021,Aprovado
2,2023-07-13,2023-07-14,Corolla Altis Hybrid 1.8 16V Flex Aut.,Toyota,2020,2021,Aprovado
2,2023-07-13,2023-07-18,MT-03 ABS,YAMAHA,2021,2022,Aprovado
2,2023-07-13,2023-07-17,VERSA SL Direct 1.6 16V Flex  Aut.,Nissan,2020,2020,Aprovado
2,2023-07-13,2023-07-17,Fiesta SE 1.6 16V Flex 5p,Ford,2012,2012,Aprovado
65,2023-07-13,2023-07-21,ONIX SEDAN PLUS LT 1.0 12V TB,GM - CHEVROLET,2020,2020,Aprovado
65,2023-07-13,2023-07-18,FOX COMFORTLINE 1.6 FLEX 8V,VOLKSWAGEN,2017,2018,Aprovado
65,2023-07-13,2023-07-24,ECOSPORT FREESTYLE 2.0 16V FLE,FORD,2015,2015,Aprovado
65,2023-07-13,2023-07-26,COROLLA GLI 1.8 FLEX,TOYOTA,2011,2012,Reprovado
65,2023-07-13,2023-07-17,COMPASS LONG. T270 1.3 TB 4X2,JEEP,2023,2023,Aprovado
2,2023-07-13,2023-07-24,XTZ 250X,YAMAHA,2010,2010,Aprovado
2,2023-07-13,2023-07-17,CB TWISTER 250cc,Honda,2022,2022,Aprovado
2,2023-07-13,2023-07-18,CG 160 FAN Flex,Honda,2022,2023,Aprovado
59,2023-07-13,2023-07-14,FOX CONNECT MB,VOLKSWAGEN,2018,2019,Aprovado
2,2023-07-13,2023-07-14,Citycom.300i,DAFRA,2015,2016,Aprovado
2,2023-07-13,2023-07-17,XTZ 250 LANDER 249cc,YAMAHA,2023,2023,Aprovado
53,2023-07-13,2023-07-14,"","","","",Aprovado
2,2023-07-13,2023-07-17,S10 P-Up Advant. 2.4 CD,GM - Chevrolet,2007,2007,Aprovado
2,2023-07-13,2023-07-17,Fiesta 1.0 8V Flex 5p,Ford,2009,2010,Aprovado
2,2023-07-13,2023-07-14,NH 190,DAFRA,2020,2021,Aprovado
2,2023-07-13,2023-07-14,CG 150 FAN ESDi Flex,Honda,2015,2015,Aprovado
65,2023-07-13,2023-07-18,SANDERO VIBE FLEX 1.0 12V 5P,RENAULT,2017,2018,Aprovado
65,2023-07-13,2023-07-24,PRISMA LT 1.4 SPE/4 FLEX,GM - CHEVROLET,2019,2019,Aprovado
65,2023-07-13,2023-07-17,LANCER HL-T 2.0 16V 160CV AUT.,MITSUBISHI,2018,2019,Aprovado
